,temperature,humidity,ph,rainfall,label,N,P,K
27,24.52922681,80.54498576,7.070959995,260.2634026,rice,80,40,40
28,20.77576147,84.49774397,6.244841491,240.0810647,rice,80,40,40
29,22.30157427,80.64416466,6.043304899,197.9791215,rice,80,40,40
30,21.44653958,84.94375962,5.824709117,272.2017204,rice,80,40,40
31,22.17931888,80.33127223,6.357389366,200.0882787,rice,80,40,40
32,24.52783742,82.73685569,6.364134968,224.6757231,rice,80,40,40
33,20.26707606,81.63895217,5.01450727,270.4417274,rice,80,40,40
34,25.7354293,83.88266234,6.149410611,233.1321372,rice,80,40,40
35,26.79533926,82.1480873,5.950660556,193.3473987,rice,80,40,40
36,26.75754171,81.17734011,5.960370061,272.2999056,rice,80,40,40
37,23.86330467,83.15250801,5.561398642,285.2493645,rice,80,40,40
38,21.01944696,82.95221726,7.416245107,298.4018471,rice,80,40,40
39,24.17298839,83.7287574,5.583370042,257.0343554,rice,80,40,40
40,22.78133816,82.06719137,6.430010215,248.7183228,rice,80,40,40
41,25.62980105,83.52842314,5.534878156,209.9001977,rice,80,40,40
42,25.59704938,80.14509262,6.903985986,200.834898,rice,80,40,40
43,23.83067496,84.81360127,6.271478838,298.5601175,rice,80,40,40
44,26.31355498,82.36698992,7.224285503,265.5355937,rice,80,40,40
45,24.8972823,80.52586088,6.13428721,183.6793207,rice,80,40,40
46,24.958779,84.47963372,5.206373153,196.9560008,rice,80,40,40
47,23.24113501,84.59201843,7.782051313,233.0453455,rice,80,40,40
48,21.66628296,80.70960551,7.062779015,210.8142087,rice,80,40,40
49,24.63544858,80.41363018,7.730367824,253.7202781,rice,80,40,40
50,23.43121862,83.06310136,5.286203711,219.9048349,rice,80,40,40
51,20.0454142,80.3477562,6.766240045,208.5810155,rice,80,40,40
52,23.85724032,82.22572988,7.382762603,195.0948311,rice,80,40,40
53,21.97199397,81.89918197,5.658169482,227.3637009,rice,80,40,40
54,26.22916897,83.83625819,5.543360238,286.5083725,rice,80,40,40
55,23.44676801,84.79352417,6.215109715,283.9338466,rice,80,40,40
56,25.65553461,83.47021081,7.120272972,217.3788583,rice,80,40,40
57,24.44345477,82.45432595,5.950647577,267.9761948,rice,80,40,40
58,20.2801937,82.1235421,7.236705436,191.9535738,rice,80,40,40
59,21.7238313,80.2389895,6.501697816,277.9626192,rice,80,40,40
60,20.41447029,82.20802629,7.592490617,245.1511304,rice,80,40,40
61,25.75528612,83.51827127,5.875345751,245.6626799,rice,80,40,40
62,20.61521424,83.77345559,6.932400225,279.5451717,rice,80,40,40
63,21.84106875,80.72886384,6.946209881,202.3838319,rice,80,40,40
64,20.08369642,83.29114712,5.739175027,263.6372176,rice,80,40,40
65,24.45802087,82.74835604,6.738652179,182.5616319,rice,80,40,40
66,21.14347496,80.33502926,5.594819626,198.6730942,rice,80,40,40
67,25.78720567,82.11124033,6.946636369,243.5120414,rice,80,40,40
68,23.64124821,80.28597873,5.012139669,263.1103304,rice,80,40,40
69,23.43191632,80.56887849,6.363472208,269.5039162,rice,80,40,40
70,24.97669518,83.891805,6.880431223,204.8001847,rice,80,40,40
71,22.72791041,82.1706881,7.300410836,260.8875056,rice,80,40,40
72,24.87300744,82.84022551,6.587918708,295.6094492,rice,80,40,40
73,21.32376327,83.00320459,7.283736617,192.3197536,rice,80,40,40
74,26.29465461,84.56919326,7.023936392,257.4914906,rice,80,40,40
75,22.2286982,81.85872947,6.939083505,278.0791793,rice,80,40,40
76,26.73072391,81.78596776,7.868474653,280.4044392,rice,80,40,40
77,24.88921174,81.97927117,5.005306977,185.9461429,rice,80,40,40
78,26.88444878,81.46033732,6.136131869,194.5766559,rice,80,40,40
79,22.67846116,83.72874389,7.524080076,200.9133156,rice,80,40,40
80,26.08867875,80.37979919,5.706943251,182.9043504,rice,80,40,40
81,25.42977518,82.94682591,5.758506323,195.3574542,rice,80,40,40
82,26.40323239,81.05635517,6.349606327,223.3671883,rice,80,40,40
83,26.04371967,84.96907151,5.999969026,186.7536773,rice,80,40,40
84,25.2827223,80.54372813,5.453592032,220.1156708,rice,80,40,40
85,22.08576562,83.47038318,6.372576327,231.7364957,rice,80,40,40
86,23.28617173,81.43321641,5.105588355,242.3170629,rice,80,40,40
87,25.48591986,81.40633547,5.935344406,182.6549356,rice,80,40,40
88,23.67575393,81.03569343,5.17782304,233.7034975,rice,80,40,40
89,20.82477109,84.1341879,6.462391607,230.2242223,rice,80,40,40
90,26.92995077,81.91411159,7.069172227,290.6793783,rice,80,40,40
91,23.83509503,83.88387074,7.473134377,241.2013513,rice,80,40,40
92,26.52872817,80.12267476,6.158376967,218.9163567,rice,80,40,40
93,26.46428311,83.85642678,7.549873681,248.2256491,rice,80,40,40
94,22.69657794,82.81088865,6.028321558,256.9964761,rice,80,40,40
95,22.68319059,83.46358271,6.604993475,194.2651719,rice,80,40,40
96,21.53346343,82.14004101,6.500343222,295.9248796,rice,80,40,40
97,21.40865769,83.3293191,5.935745417,287.5766935,rice,80,40,40
98,26.54348085,84.67353597,7.072655622,183.6222657,rice,80,40,40
99,23.35905428,83.59512273,5.333322606,188.413665,rice,80,40,40
100,22.61359953,63.69070564,5.749914421,87.75953857,maize,80,40,20
101,26.10018422,71.57476937,6.931756558,102.2662445,maize,80,40,20
102,23.55882094,71.59351368,6.657964753,66.71995467,maize,80,40,20
103,19.97215954,57.68272924,6.596060648,60.65171481,maize,80,40,20
104,18.47891261,62.69503871,5.970458434,65.43835393,maize,80,40,20
105,21.77689322,57.80840636,6.158830619,102.0861694,maize,80,40,20
106,25.6217169,66.50415474,6.047906679,105.4654703,maize,80,40,20
107,25.19192419,66.6902901,5.913664501,78.06639649,maize,80,40,20
108,20.41683147,62.5542482,5.855442401,65.27798457,maize,80,40,20
109,24.92162194,66.78627406,5.750254943,109.2162279,maize,80,40,20
110,23.31689124,73.4541537,5.852607099,94.29712821,maize,80,40,20
111,24.84016732,68.3584573,6.472523287,74.05474936,maize,80,40,20
112,22.27526694,58.84015925,6.967057762,63.87020584,maize,80,40,20
113,18.87751445,65.76816093,6.082973754,94.76189431,maize,80,40,20
114,25.19008683,60.2001687,5.919045532,72.12375573,maize,80,40,20
115,18.25405352,55.28220433,6.204747653,63.72358154,maize,80,40,20
116,24.6129118,70.4162444,6.600827017,104.1626147,maize,80,40,20
117,25.1420613,65.26185135,6.021902237,76.68456006,maize,80,40,20
118,23.09348056,60.1159381,6.033550195,65.49730729,maize,80,40,20
119,18.05033737,62.89366992,6.28886807,84.23613484,maize,80,40,20
120,24.9321581,73.80435276,6.550563823,79.74078719,maize,80,40,20
121,18.14710054,71.09445342,5.573286437,88.07753741,maize,80,40,20
122,18.28362235,66.65952796,6.829199275,80.97573281,maize,80,40,20
123,18.83344471,58.75082029,5.716222912,79.7532896,maize,80,40,20
124,25.71895816,67.22190688,5.54990242,74.51490791,maize,80,40,20
125,25.33797709,68.49835977,6.586244581,96.46380213,maize,80,40,20
126,23.89114571,57.48775781,5.893093135,102.8301942,maize,80,40,20
127,21.53574127,71.50905983,5.918263801,102.4852929,maize,80,40,20
128,23.08974909,63.10459626,5.588650585,70.43473609,maize,80,40,20
129,25.61707368,63.4711755,6.576418207,108.8303762,maize,80,40,20
130,21.44526922,63.1621551,6.178056304,65.88951188,maize,80,40,20
131,18.51816776,55.53128131,6.641906353,90.988051,maize,80,40,20
132,22.53510514,67.99257471,6.489040367,64.40866039,maize,80,40,20
133,23.02038334,61.89472002,5.680361038,63.03843397,maize,80,40,20
134,24.89364635,65.61418761,6.625404348,87.9298085,maize,80,40,20
135,25.77175115,74.089114,6.524478032,107.4931917,maize,80,40,20
136,19.39851734,62.35750641,5.696205468,60.95197486,maize,80,40,20
137,21.54156232,59.64024162,6.803931519,109.7515385,maize,80,40,20
138,23.79746068,74.82913698,6.252797548,91.76337172,maize,80,40,20
139,18.9802729,74.52600826,6.092725883,94.26249353,maize,80,40,20
140,24.10859207,73.13112261,6.234330356,71.07562236,maize,80,40,20
141,24.7947077,70.04556743,5.722579819,76.72860067,maize,80,40,20
142,21.63162756,60.27766379,6.430616465,69.21803098,maize,80,40,20
143,25.37548751,57.21025565,5.983952675,101.7004306,maize,80,40,20
144,22.21738222,72.85462807,6.80163854,106.6213157,maize,80,40,20
145,20.58314011,69.00128641,6.499936446,66.29390357,maize,80,40,20
146,24.87502824,68.74248334,6.265564338,91.26056654,maize,80,40,20
147,20.03728219,56.35606753,6.727303282,109.024141,maize,80,40,20
148,25.95263264,61.89082199,6.325235159,99.57981207,maize,80,40,20
149,19.28889933,65.47050802,6.807487794,71.3195307,maize,80,40,20
150,20.57981887,65.34583901,6.671085817,78.34604471,maize,80,40,20
151,24.71417533,56.73426469,6.648725327,88.45361858,maize,80,40,20
152,20.27317074,63.91281869,6.439071996,62.50351892,maize,80,40,20
153,18.41932981,64.23580251,6.474476516,76.41312437,maize,80,40,20
154,23.39128187,61.74427165,5.871647806,107.3198135,maize,80,40,20
155,19.84939404,61.24500053,5.730617109,100.7689246,maize,80,40,20
156,21.869274,61.91044947,5.850439831,107.2681929,maize,80,40,20
157,22.8056033,56.50768935,5.791649933,101.5952794,maize,80,40,20
158,19.0781471,69.02298571,6.740000688,80.72515943,maize,80,40,20
159,22.02720976,65.35549924,6.272417541,83.73280082,maize,80,40,20
160,23.80546189,59.24537979,5.715208817,89.9622014,maize,80,40,20
161,18.52510753,69.0276233,5.773454729,88.10234397,maize,80,40,20
162,23.50297882,61.32026065,5.584171461,64.77791424,maize,80,40,20
163,26.54986394,72.89187265,5.787268394,73.33636055,maize,80,40,20
164,19.29563411,69.63481219,5.77597783,83.21030571,maize,80,40,20
165,20.68899915,59.4375337,6.864793607,103.651438,maize,80,40,20
166,19.32666088,68.034493,6.192360003,84.22969177,maize,80,40,20
167,24.60532218,73.58868502,6.636803223,96.59195302,maize,80,40,20
168,22.27373646,59.52193158,5.826426917,67.96704792,maize,80,40,20
169,25.70196694,61.33450447,6.960358276,83.20711308,maize,80,40,20
170,19.20129357,68.30578978,6.11275104,87.85092352,maize,80,40,20
171,21.70181447,60.47470519,6.708446922,95.71388473,maize,80,40,20
172,20.51716779,59.21235483,5.561510732,67.61013737,maize,80,40,20
173,23.30355338,73.62548442,5.873242491,97.59081274,maize,80,40,20
174,24.2547451,55.64709899,6.995843776,64.23845455,maize,80,40,20
175,24.86374934,65.7420046,5.714799723,75.82270467,maize,80,40,20
176,22.6265115,65.77472881,6.78073637,88.17251033,maize,80,40,20
177,18.04185513,60.61494304,5.513697923,104.2321615,maize,80,40,20
178,23.26237612,72.33125523,5.798423908,67.10225139,maize,80,40,20
179,22.88330922,71.59722446,6.352471866,67.72777298,maize,80,40,20
180,25.97482359,69.36385721,6.822586546,103.2234212,maize,80,40,20
181,26.14384005,66.20569924,6.655426355,107.2361366,maize,80,40,20
182,18.66116213,61.55327249,6.121294041,75.03247667,maize,80,40,20
183,25.10787449,55.97732754,5.790770203,78.16077693,maize,80,40,20
184,23.33844615,59.24580604,6.47444292,105.0083144,maize,80,40,20
185,25.08239719,65.92195844,6.455116637,62.49190812,maize,80,40,20
186,25.36768364,72.52054555,6.606984086,107.9124111,maize,80,40,20
187,25.34217103,63.31801994,6.330554389,74.52082026,maize,80,40,20
188,25.00933355,67.816568,6.528631266,62.91359494,maize,80,40,20
189,18.66746724,71.516474,5.721667141,69.93293255,maize,80,40,20
190,20.37999665,63.73849998,6.644205485,108.5054416,maize,80,40,20
191,18.09300227,72.61024172,6.376651091,78.96159541,maize,80,40,20
192,26.16985907,71.96246617,6.247040422,79.84925393,maize,80,40,20
193,18.65396672,61.37879671,6.656730008,93.62039175,maize,80,40,20
194,26.07470121,59.37147589,6.2048017,85.75692395,maize,80,40,20
195,18.92851916,72.80086137,6.158860284,82.34162918,maize,80,40,20
196,23.30546753,63.24648023,6.385684214,108.7603001,maize,80,40,20
197,18.74826712,62.49878458,6.417820493,70.23401597,maize,80,40,20
198,19.74213321,59.66263104,6.381201909,65.50861389,maize,80,40,20
199,25.73044432,70.74739256,6.877869005,98.73771338,maize,80,40,20
200,25.52468965,72.24850829,6.002524871,151.8869972,jute,80,40,40
201,26.59104992,82.94164078,6.033485257,161.2469997,jute,80,40,40
202,25.29781791,86.8870535,7.121933579,196.6249511,jute,80,40,40
203,25.72100868,88.16513579,6.207459637,175.6086697,jute,80,40,40
204,23.58419277,72.00460848,6.090060478,190.4242157,jute,80,40,40
205,25.31042337,72.01364411,6.346715209,190.5577618,jute,80,40,40
206,23.41798979,85.08640476,6.661957897,185.7446728,jute,80,40,40
207,24.35564134,88.80391021,6.176860192,169.1168028,jute,80,40,40
208,26.284017,75.14640198,7.251847296,182.2685447,jute,80,40,40
209,25.13842773,83.12053888,6.386259978,169.3388465,jute,80,40,40
210,24.88692811,71.91711523,7.319735475,150.2498675,jute,80,40,40
211,25.75734909,88.36668522,6.025028997,189.4263485,jute,80,40,40
212,23.12844351,74.68322732,6.344751947,199.8362913,jute,80,40,40
213,24.9949957,88.95692783,7.02777956,151.4935635,jute,80,40,40
214,25.21622704,70.88259632,7.299304715,195.8645552,jute,80,40,40
215,24.39736241,79.26861738,7.014063944,164.2697011,jute,80,40,40
216,23.31410442,71.4509053,7.488014404,164.4970373,jute,80,40,40
217,25.72668885,81.86171563,6.626503893,191.9649389,jute,80,40,40
218,26.96656378,78.21047693,6.239011,169.8391177,jute,80,40,40
219,23.70467146,74.63745355,6.742688094,181.2783964,jute,80,40,40
220,24.90075709,73.84186449,6.588017308,153.8990984,jute,80,40,40
221,23.39605743,72.60512854,7.097586415,174.7876411,jute,80,40,40
222,26.8748389,79.78725152,6.956682743,173.1017097,jute,80,40,40
223,23.1426498,74.99739774,7.380396262,151.9035477,jute,80,40,40
224,24.29496635,77.62976013,6.176618831,184.9800516,jute,80,40,40
225,24.39459498,89.89106506,6.551130445,197.1220049,jute,80,40,40
226,25.7629429,80.76238215,6.427726565,174.5071843,jute,80,40,40
227,25.4879684,84.48235878,6.740947635,168.7848886,jute,80,40,40
228,25.37122686,76.2403666,6.130136384,183.8270791,jute,80,40,40
229,26.21312799,81.70476368,6.667633355,180.1237765,jute,80,40,40
230,24.30748599,78.54340987,6.186814392,186.2337571,jute,80,40,40
231,23.76554749,87.98329901,6.334837865,150.3166152,jute,80,40,40
232,24.79853023,78.53037059,7.16214284,162.2847429,jute,80,40,40
233,23.20683504,74.09956958,7.422318499,199.4766779,jute,80,40,40
234,23.66805429,70.89000744,6.768001309,184.4633281,jute,80,40,40
235,25.12417673,85.72530641,6.348441469,159.5718087,jute,80,40,40
236,23.89069041,83.46409075,6.097294061,167.7230632,jute,80,40,40
237,23.09433785,81.45139295,6.14132902,196.6587013,jute,80,40,40
238,24.21744605,82.85284045,7.479248124,166.1365886,jute,80,40,40
239,24.06475727,71.31342851,6.509174789,153.6390212,jute,80,40,40
240,24.85441411,74.4407048,6.57256106,175.572958,jute,80,40,40
241,26.41915161,76.85691248,7.165696848,197.2101782,jute,80,40,40
242,24.89326318,77.01222585,7.207457208,196.469984,jute,80,40,40
243,23.25583402,82.7015932,7.124333547,166.2160846,jute,80,40,40
244,24.7634518,87.06071115,6.463538707,179.1630865,jute,80,40,40
245,24.97042599,78.62697699,6.856833064,166.6415254,jute,80,40,40
246,26.12797248,80.49172597,7.132389299,150.6326874,jute,80,40,40
247,25.97825807,81.65769588,6.235357638,163.3488091,jute,80,40,40
248,26.2830571,73.35763537,6.704273839,186.6898282,jute,80,40,40
249,26.38905406,83.31240346,7.433313409,176.1516409,jute,80,40,40
250,25.2746335,73.7459581,6.109478059,168.0432282,jute,80,40,40
251,23.09499564,78.45959697,7.095413294,155.3851533,jute,80,40,40
252,25.79351957,81.76904006,6.352076783,193.2418382,jute,80,40,40
253,23.17403323,87.88255345,6.658769991,160.6217342,jute,80,40,40
254,25.63215038,79.95150917,7.051822472,182.2582277,jute,80,40,40
255,25.848795,87.81661683,7.333143205,152.6194403,jute,80,40,40
256,26.56767277,80.90424543,6.352771037,181.2915605,jute,80,40,40
257,26.24532085,72.97198375,7.124050134,189.9711184,jute,80,40,40
258,26.91515043,73.19897535,6.998787171,177.2233048,jute,80,40,40
259,24.36972377,82.11319791,6.537914958,159.9210934,jute,80,40,40
260,25.71901283,79.15532398,7.171054239,187.1735424,jute,80,40,40
261,25.01157559,88.3313023,7.228268228,169.4168014,jute,80,40,40
262,25.40785911,76.44048625,7.319952206,188.6372826,jute,80,40,40
263,23.28081,74.27607475,6.613341343,153.7447398,jute,80,40,40
264,23.98651719,82.09053379,6.096838784,167.0576456,jute,80,40,40
265,24.48556447,83.20630007,6.132570523,192.2316221,jute,80,40,40
266,25.86705009,84.09985284,7.36008498,154.8390847,jute,80,40,40
267,23.5643831,79.46283115,7.321619041,185.25947,jute,80,40,40
268,24.2248758,74.89465426,7.175170657,192.4931257,jute,80,40,40
269,25.49386782,86.97061481,7.299076163,176.5268267,jute,80,40,40
270,24.97178693,79.47557931,6.842966479,195.7571622,jute,80,40,40
271,24.80624984,82.09281674,6.356295568,156.3616174,jute,80,40,40
272,23.16814977,76.66724969,6.508342839,157.1215052,jute,80,40,40
273,24.25133493,89.86454053,7.098227926,175.1742112,jute,80,40,40
274,26.58361011,78.00774772,6.310699968,154.8238864,jute,80,40,40
275,26.82489244,78.20392774,7.093328631,153.9199807,jute,80,40,40
276,25.49674786,81.13449097,6.691074249,169.9288234,jute,80,40,40
277,24.09874353,80.57226761,6.187746776,176.8604109,jute,80,40,40
278,23.18866654,86.20899734,6.491506245,176.103677,jute,80,40,40
279,26.24347471,78.51063754,6.855362875,183.4065252,jute,80,40,40
280,23.75091572,71.14782585,7.124571593,160.0889553,jute,80,40,40
281,26.13871511,79.1188943,6.067302109,171.4892533,jute,80,40,40
282,26.14576648,71.23690851,6.432051512,193.1007598,jute,80,40,40
283,26.91643698,73.48655995,6.253408852,171.4716375,jute,80,40,40
284,26.5232969,77.17331847,7.287318723,157.8548562,jute,80,40,40
285,23.81579631,80.94023552,7.161865733,190.312216,jute,80,40,40
286,26.50838667,86.84264005,6.065898283,152.9801697,jute,80,40,40
287,26.63952463,70.95705996,7.311077075,199.3355744,jute,80,40,40
288,23.3250131,79.79609448,6.581693772,187.3096148,jute,80,40,40
289,26.47549543,73.96164569,6.732826127,180.2513601,jute,80,40,40
290,23.78756036,74.36794079,6.014572075,172.6442654,jute,80,40,40
291,25.49941707,75.99987588,6.663559451,193.7141828,jute,80,40,40
292,23.24925555,73.65346838,6.434610995,184.7674863,jute,80,40,40
293,26.98582182,89.05587886,7.432768147,193.8778713,jute,80,40,40
294,23.61475336,86.14290267,6.987332927,150.2355238,jute,80,40,40
295,23.87484465,86.79261344,6.718725189,177.5147313,jute,80,40,40
296,23.92887902,88.07112278,6.880204617,154.6608736,jute,80,40,40
297,24.81441246,81.68688879,6.86106911,190.7886386,jute,80,40,40
298,24.44743944,82.286484,6.7693455,190.9684885,jute,80,40,40
299,26.57421679,73.81994896,7.26158085,159.3223075,jute,80,40,40
300,26.33377983,57.36469955,7.261313694,191.6549412,coffee,100,20,30
301,26.45288458,55.32222678,7.235070264,144.6861336,coffee,100,20,30
302,25.70822684,52.88667115,7.18915558,136.7325092,coffee,100,20,30
303,24.12832546,56.18107663,6.431899748,147.2757818,coffee,100,20,30
304,23.44372334,60.39523266,6.42321105,122.2103248,coffee,100,20,30
305,23.4123707,52.26994674,6.869720196,139.3670753,coffee,100,20,30
306,23.05951896,50.40609436,6.973839707,164.4971875,coffee,100,20,30
307,23.07895447,63.65861483,7.184801627,129.8765443,coffee,100,20,30
308,27.6496114,51.11044023,6.351823783,122.8392822,coffee,100,20,30
309,25.46743689,69.35161206,6.392048018,171.3764462,coffee,100,20,30
310,26.7350622,55.55164819,6.119892347,140.6305213,coffee,100,20,30
311,26.20811417,52.50987966,6.910823945,189.0944824,coffee,100,20,30
312,27.0424167,57.27927475,6.501157208,165.6872119,coffee,100,20,30
313,24.65090184,51.93952357,7.027585559,135.1386537,coffee,100,20,30
314,27.35152643,55.99375012,7.13411409,148.9812525,coffee,100,20,30
315,25.17787724,62.26244581,6.647765997,135.0119649,coffee,100,20,30
316,23.11438731,68.00096043,6.703270635,161.8944624,coffee,100,20,30
317,27.22783677,52.95261751,7.493191968,175.7260273,coffee,100,20,30
318,23.26316991,60.5160021,6.724688503,194.1755471,coffee,100,20,30
319,25.234661,57.53161469,6.043485685,124.2261737,coffee,100,20,30
320,25.59535262,57.72920846,7.101661011,195.7733251,coffee,100,20,30
321,25.5674832,60.49244602,7.466900683,190.2257843,coffee,100,20,30
322,25.67324193,51.29043632,6.877799264,196.2736367,coffee,100,20,30
323,24.40726724,62.65692638,6.410992833,148.6977358,coffee,100,20,30
324,23.69287069,66.76090123,7.393825704,144.6576424,coffee,100,20,30
325,24.53460016,66.99765375,7.482414225,180.5059257,coffee,100,20,30
326,27.13140403,52.89368299,6.081172981,192.4280381,coffee,100,20,30
327,27.56088634,68.49299897,6.516312148,167.4358075,coffee,100,20,30
328,23.59302313,55.27564977,6.043330951,191.3980675,coffee,100,20,30
329,23.17714381,52.13864034,6.959404135,117.3113562,coffee,100,20,30
330,24.71384065,51.29142534,7.238109556,197.6439711,coffee,100,20,30
331,24.38534644,64.72543073,7.234258375,119.6324109,coffee,100,20,30
332,27.15998538,51.59100753,6.691541233,126.1752206,coffee,100,20,30
333,26.53543168,67.09608099,6.809593554,120.6494434,coffee,100,20,30
334,27.01207284,60.76645256,6.485761419,191.4508931,coffee,100,20,30
335,27.55906475,58.45742907,6.784460602,117.9389993,coffee,100,20,30
336,23.32293161,53.00366334,7.167092586,168.2644287,coffee,100,20,30
337,24.23850608,54.30329632,6.73410539,115.1564012,coffee,100,20,30
338,23.42611644,64.10651528,6.779984384,122.6847408,coffee,100,20,30
339,26.02241444,55.83288958,7.277422738,176.9020924,coffee,100,20,30
340,24.83846178,56.7685316,7.21270048,124.4135035,coffee,100,20,30
341,26.24092174,65.64381357,7.487266991,148.3771202,coffee,100,20,30
342,24.43011925,66.02411187,7.231166546,181.6368274,coffee,100,20,30
343,26.00373964,62.1445102,6.559817161,153.477776,coffee,100,20,30
344,26.22367404,62.26594559,6.979590627,193.7461968,coffee,100,20,30
345,27.09617155,63.55324262,6.779230041,190.2440566,coffee,100,20,30
346,25.64004392,61.03273481,6.217974349,199.4735636,coffee,100,20,30
347,27.74576987,54.36976075,7.205078785,139.8619431,coffee,100,20,30
348,26.24928198,54.28617819,6.854011265,133.1120232,coffee,100,20,30
349,26.67377159,52.24226285,6.246872394,156.1543898,coffee,100,20,30
350,27.10210397,55.7497332,6.911066044,139.5013171,coffee,100,20,30
351,27.62975458,61.26002598,6.777417989,196.6492664,coffee,100,20,30
352,27.5364547,55.51673151,6.273741983,130.6377143,coffee,100,20,30
353,23.56960509,50.56339727,6.906124587,130.3797119,coffee,100,20,30
354,24.99451759,57.93250202,7.162802357,192.8736822,coffee,100,20,30
355,27.56441788,54.41094079,6.955787351,177.816092,coffee,100,20,30
356,23.98143338,61.10935084,6.971963169,161.5279095,coffee,100,20,30
357,24.22984659,67.37768353,6.840927967,122.4073418,coffee,100,20,30
358,25.60153969,68.66257977,6.536676653,168.8383605,coffee,100,20,30
359,24.31274458,53.57285558,6.089443603,184.4103931,coffee,100,20,30
360,26.36629861,52.25738495,7.456460375,177.3176161,coffee,100,20,30
361,26.5602777,57.1621814,6.759211911,152.0616227,coffee,100,20,30
362,26.35034208,58.50650238,7.460174812,121.5586297,coffee,100,20,30
363,25.20406808,57.88370456,6.652642579,156.1457255,coffee,100,20,30
364,23.35723208,55.18792166,6.026287448,171.6976946,coffee,100,20,30
365,23.60567546,59.68849145,6.074190142,185.1568059,coffee,100,20,30
366,24.18471151,69.94807345,7.045543056,163.2708732,coffee,100,20,30
367,26.44414097,53.83876189,6.993236001,175.3723314,coffee,100,20,30
368,26.12492233,63.37479229,6.726528895,147.8035305,coffee,100,20,30
369,27.77363343,64.47858698,6.937352845,192.7121236,coffee,100,20,30
370,25.55656667,62.67087838,7.27905689,193.5866233,coffee,100,20,30
371,27.92374437,67.96910852,7.079850922,115.2325531,coffee,100,20,30
372,26.05968403,52.31098539,6.136286518,161.3432535,coffee,100,20,30
373,26.35770906,64.57578034,6.505203696,163.6269496,coffee,100,20,30
374,24.91370487,54.15319242,7.042089492,129.5481144,coffee,100,20,30
375,27.31317116,68.4233391,6.348337519,192.4288139,coffee,100,20,30
376,26.1387869,52.26311691,7.432322234,136.3027766,coffee,100,20,30
377,23.1069385,67.06230539,6.787658922,162.5769606,coffee,100,20,30
378,23.52648086,68.44030686,6.743417121,171.8839938,coffee,100,20,30
379,25.11711046,68.48030408,7.00733163,194.8773479,coffee,100,20,30
380,24.02952505,58.84880599,7.303033217,134.6803969,coffee,100,20,30
381,26.70897548,69.71184111,6.861235184,158.8608887,coffee,100,20,30
382,26.71717393,50.50148528,7.131435858,126.8073984,coffee,100,20,30
383,24.59245684,56.46829641,7.288211994,137.7044047,coffee,100,20,30
384,27.51006055,50.66687215,6.983732393,143.9955548,coffee,100,20,30
385,27.57847581,58.52534263,6.172090205,156.6810374,coffee,100,20,30
386,26.65069302,57.56695719,6.35118177,145.105065,coffee,100,20,30
387,26.97251562,62.0183627,6.908671379,142.8610793,coffee,100,20,30
388,23.17124551,52.97841162,6.766184468,153.1201644,coffee,100,20,30
389,23.52652084,65.44340921,6.392791654,186.1728203,coffee,100,20,30
390,27.30901814,55.196224,6.348316257,141.4831644,coffee,100,20,30
391,27.54823036,62.88179198,6.123796057,181.4170812,coffee,100,20,30
392,25.627355,57.04151119,7.428523634,188.5506536,coffee,100,20,30
393,23.29250318,50.04557009,6.020947179,183.468585,coffee,100,20,30
394,24.91461008,53.74144743,6.334610249,166.2549307,coffee,100,20,30
395,26.77463708,66.4132686,6.78006386,177.7745075,coffee,100,20,30
